CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF;REGIAO
672;3145851;ORATÓRIOS;Oratórios;MG;SUDESTE
674;3145877;ORIZÂNIA;Orizânia;MG;SUDESTE
676;3146255;PADRE CARVALHO;Padre Carvalho;MG;SUDESTE
678;3146552;PAI PEDRO;Pai Pedro;MG;SUDESTE
680;3147956;PATIS;Patis;MG;SUDESTE
682;3148756;PEDRA BONITA;Pedra Bonita;MG;SUDESTE
684;3149952;PERIQUITO;Periquito;MG;SUDESTE
686;3150158;PIEDADE DE CARATINGA;Piedade de Caratinga;MG;SUDESTE
688;3150539;PINGO D'AGUA;Pingo-d'Água;MG;SUDESTE
690;3150570;PINTÓPOLIS;Pintópolis;MG;SUDESTE
692;3152131;PONTO CHIQUE;Ponto Chique;MG;SUDESTE
694;3152170;PONTO DOS VOLANTES;Ponto dos Volantes;MG;SUDESTE
696;3154150;REDUTO;Reduto;MG;SUDESTE
698;3156452;ROSÁRIO DA LIMEIRA;Rosário da Limeira;MG;SUDESTE
700;3157278;SANTA BÁRBARA DO MONTE VERDE;Santa Bárbara do Monte Verde;MG;SUDESTE
702;3157336;SANTA CRUZ DE MINAS;Santa Cruz de Minas;MG;SUDESTE
704;3157377;SANTA CRUZ DE SALINAS;Santa Cruz de Salinas;MG;SUDESTE
706;3157658;SANTA HELENA DE MINAS;Santa Helena de Minas;MG;SUDESTE
708;3160454;SANTO ANTÔNIO DO RETIRO;Santo Antônio do Retiro;MG;SUDESTE
710;3160959;SÃO DOMINGOS DAS DORES;São Domingos das Dores;MG;SUDESTE
712;3161056;SÃO FÉLIX DE MINAS;São Félix de Minas;MG;SUDESTE
714;3161650;SÃO GERALDO DO BAIXIO;São Geraldo do Baixio;MG;SUDESTE
716;3162252;SÃO JOÃO DA LAGOA;São João da Lagoa;MG;SUDESTE
718;3162450;SÃO JOÃO DAS MISSÕES;São João das Missões;MG;SUDESTE
720;3162658;SÃO JOÃO DO PACUÍ;São João do Pacuí;MG;SUDESTE
722;3162922;SÃO JOAQUIM DE BICAS;São Joaquim de Bicas;MG;SUDESTE
724;3162948;SÃO JOSÉ DA BARRA;São José da Barra;MG;SUDESTE
726;3164431;SÃO SEBASTIÃO DA VARGEM ALEGRE;São Sebastião da Vargem Alegre;MG;SUDESTE
728;3164472;SÃO SEBASTIÃO DO ANTA;São Sebastião do Anta;MG;SUDESTE
730;3165537;SARZEDO;Sarzedo;MG;SUDESTE
732;3165552;SETUBINHA;Setubinha;MG;SUDESTE
734;3165560;SEM-PEIXE;Sem-Peixe;MG;SUDESTE
736;3166956;SERRANÓPOLIS DE MINAS;Serranópolis de Minas;MG;SUDESTE
738;3168051;TAPARUBA;Taparuba;MG;SUDESTE
740;3169059;TOCOS DO MOJI;Tocos do Moji;MG;SUDESTE
742;3170438;UNIÃO DE MINAS;União de Minas;MG;SUDESTE
744;3170479;URUANA DE MINAS;Uruana de Minas;MG;SUDESTE
746;3170578;VARGEM ALEGRE;Vargem Alegre;MG;SUDESTE
748;3170651;VARGEM GRANDE DO RIO PARDO;Vargem Grande do Rio Pardo;MG;SUDESTE
750;3170750;VARJÃO DE MINAS;Varjão de Minas;MG;SUDESTE
752;3171030;VERDELÂNDIA;Verdelândia;MG;SUDESTE
754;3171071;VEREDINHA;Veredinha;MG;SUDESTE
756;3171154;VERMELHO NOVO;Vermelho Novo;MG;SUDESTE
2649;3162955;SÃO JOSÉ DA LAPA;São José da Lapa;MG;SUDESTE
2651;3112653;CAPITÃO ANDRADE;Capitão Andrade;MG;SUDESTE
2653;3115458;CATUJI;Catuji;MG;SUDESTE
2655;3135076;JAMPRUCA;Jampruca;MG;SUDESTE
2657;3122454;DIVISÓPOLIS;Divisópolis;MG;SUDESTE
2659;3140555;MATA VERDE;Mata Verde;MG;SUDESTE
2661;3146750;PALMÓPOLIS;Palmópolis;MG;SUDESTE
2663;3123858;ENTRE FOLHAS;Entre Folhas;MG;SUDESTE
2665;3131158;IPABA;Ipaba;MG;SUDESTE
2667;3157252;SANTA BÁRBARA DO LESTE;Santa Bárbara do Leste;MG;SUDESTE
2669;3159357;SANTA RITA DE MINAS;Santa Rita de Minas;MG;SUDESTE
2671;3170057;UBAPORANGA;Ubaporanga;MG;SUDESTE
2673;3158953;SANTANA DO PARAÍSO;Santana do Paraíso;MG;SUDESTE
2675;3123528;DURANDÉ;Durandé;MG;SUDESTE
2677;3162559;SÃO JOÃO DO MANHUAÇU;São João do Manhuaçu;MG;SUDESTE
2679;3162575;SÃO JOÃO DO MANTENINHA;São João do Manteninha;MG;SUDESTE
2681;3101631;ALFREDO VASCONCELOS;Alfredo Vasconcelos;MG;SUDESTE
2683;3125952;FERVEDOURO;Fervedouro;MG;SUDESTE
2685;3114550;CARNEIRINHO;Carneirinho;MG;SUDESTE
2687;3138625;LIMEIRA DO OESTE;Limeira do Oeste;MG;SUDESTE
2689;3165578;SENADOR AMARAL;Senador Amaral;MG;SUDESTE
2691;3136652;JUATUBA;Juatuba;MG;SUDESTE
2693;3130051;ICARAÍ DE MINAS;Icaraí de Minas;MG;SUDESTE
2695;3138658;LONTRA;Lontra;MG;SUDESTE
2697;3143450;MONTEZUMA;Montezuma;MG;SUDESTE
2699;3170529;URUCUIA;Urucuia;MG;SUDESTE
2893;3135050;JAÍBA;Jaíba;MG;SUDESTE
2895;3139250;MAMONAS;Mamonas;MG;SUDESTE
2897;3140852;MATIAS CARDOSO;Matias Cardoso;MG;SUDESTE
2899;3149150;PEDRAS DE MARIA DA CRUZ;Pedras de Maria da Cruz;MG;SUDESTE
2901;3154457;RIACHINHO;Riachinho;MG;SUDESTE
2903;3103751;ARAPORÃ;Araporã;MG;SUDESTE
2905;3137536;LAGOA GRANDE;Lagoa Grande;MG;SUDESTE
4001;3100104;ABADIA DOS DOURADOS;Abadia dos Dourados;MG;SUDESTE
4003;3100203;ABAETÉ;Abaeté;MG;SUDESTE
4005;3100302;ABRE CAMPO;Abre Campo;MG;SUDESTE
4007;3100401;ACAIACA;Acaiaca;MG;SUDESTE
4009;3100500;AÇUCENA;Açucena;MG;SUDESTE
4011;3100609;ÁGUA BOA;Água Boa;MG;SUDESTE
4013;3100708;ÁGUA COMPRIDA;Água Comprida;MG;SUDESTE
4015;3100807;AGUANIL;Aguanil;MG;SUDESTE
4017;3100906;ÁGUAS FORMOSAS;Águas Formosas;MG;SUDESTE
4019;3101003;ÁGUAS VERMELHAS;Águas Vermelhas;MG;SUDESTE
4021;3101102;AIMORÉS;Aimorés;MG;SUDESTE
4023;3101201;AIURUOCA;Aiuruoca;MG;SUDESTE
4025;3101300;ALAGOA;Alagoa;MG;SUDESTE
4027;3101409;ALBERTINA;Albertina;MG;SUDESTE
4029;3101508;ALÉM PARAÍBA;Além Paraíba;MG;SUDESTE
4031;3101607;ALFENAS;Alfenas;MG;SUDESTE
4033;3101706;ALMENARA;Almenara;MG;SUDESTE
4035;3101805;ALPERCATA;Alpercata;MG;SUDESTE
4037;3101904;ALPINÓPOLIS;Alpinópolis;MG;SUDESTE
4039;3102001;ALTEROSA;Alterosa;MG;SUDESTE
4041;3102100;ALTO RIO DOCE;Alto Rio Doce;MG;SUDESTE
4043;3102209;ALVARENGA;Alvarenga;MG;SUDESTE
4045;3102308;ALVINÓPOLIS;Alvinópolis;MG;SUDESTE
4047;3102407;ALVORADA DE MINAS;Alvorada de Minas;MG;SUDESTE
4049;3102506;AMPARO DA SERRA;Amparo do Serra;MG;SUDESTE
4051;3102605;ANDRADAS;Andradas;MG;SUDESTE
4053;3102704;CACHOEIRA DE PAJEÚ;Cachoeira de Pajeú;MG;SUDESTE
4055;3102803;ANDRELÂNDIA;Andrelândia;MG;SUDESTE
4057;3102902;ANTÔNIO CARLOS;Antônio Carlos;MG;SUDESTE
4059;3103009;ANTÔNIO DIAS;Antônio Dias;MG;SUDESTE
4061;3103108;ANTÔNIO PRADO DE MINAS;Antônio Prado de Minas;MG;SUDESTE
4063;3103207;ARAÇAÍ;Araçaí;MG;SUDESTE
4065;3103306;ARACITABA;Aracitaba;MG;SUDESTE
4067;3103405;ARAÇUAÍ;Araçuaí;MG;SUDESTE
4069;3103504;ARAGUARI;Araguari;MG;SUDESTE
4071;3103603;ARANTINA;Arantina;MG;SUDESTE
4073;3103702;ARAPONGA;Araponga;MG;SUDESTE
4075;3103801;ARAPUÁ;Arapuá;MG;SUDESTE
4077;3103900;ARAÚJOS;Araújos;MG;SUDESTE
4079;3104007;ARAXÁ;Araxá;MG;SUDESTE
4081;3104106;ARCEBURGO;Arceburgo;MG;SUDESTE
4083;3104205;ARCOS;Arcos;MG;SUDESTE
4085;3104304;AREADO;Areado;MG;SUDESTE
4087;3104403;ARGIRITA;Argirita;MG;SUDESTE
4089;3104502;ARINOS;Arinos;MG;SUDESTE
4091;3104601;ASTOLFO DUTRA;Astolfo Dutra;MG;SUDESTE
4093;3104700;ATALÉIA;Ataléia;MG;SUDESTE
4095;3104809;AUGUSTO DE LIMA;Augusto de Lima;MG;SUDESTE
4097;3104908;BAEPENDI;Baependi;MG;SUDESTE
4099;3105004;BALDIM;Baldim;MG;SUDESTE
4101;3105103;BAMBUÍ;Bambuí;MG;SUDESTE
4103;3105202;BANDEIRA;Bandeira;MG;SUDESTE
4105;3105301;BANDEIRA DO SUL;Bandeira do Sul;MG;SUDESTE
4107;3105400;BARÃO DE COCAIS;Barão de Cocais;MG;SUDESTE
4109;3105509;BARÃO DO MONTE ALTO;Barão de Monte Alto;MG;SUDESTE
4111;3105608;BARBACENA;Barbacena;MG;SUDESTE
4113;3105707;BARRA LONGA;Barra Longa;MG;SUDESTE
4115;3169356;TRÊS MARIAS;Três Marias;MG;SUDESTE
4117;3105905;BARROSO;Barroso;MG;SUDESTE
4119;3106002;BELA VISTA DE MINAS;Bela Vista de Minas;MG;SUDESTE
4121;3106101;BELMIRO BRAGA;Belmiro Braga;MG;SUDESTE
4123;3106200;BELO HORIZONTE;Belo Horizonte;MG;SUDESTE
4125;3106309;BELO ORIENTE;Belo Oriente;MG;SUDESTE
4127;3106408;BELO VALE;Belo Vale;MG;SUDESTE
4129;3106507;BERILO;Berilo;MG;SUDESTE
4131;3106606;BERTÓPOLIS;Bertópolis;MG;SUDESTE
4133;3106705;BETIM;Betim;MG;SUDESTE
4135;3106804;BIAS FORTES;Bias Fortes;MG;SUDESTE
4137;3106903;BICAS;Bicas;MG;SUDESTE
4139;3107000;BIQUINHAS;Biquinhas;MG;SUDESTE
4141;3107109;BOA ESPERANÇA;Boa Esperança;MG;SUDESTE
4143;3107208;BOCAINA DE MINAS;Bocaina de Minas;MG;SUDESTE
4145;3107307;BOCAIÚVA;Bocaiúva;MG;SUDESTE
4147;3107406;BOM DESPACHO;Bom Despacho;MG;SUDESTE
4149;3107505;BOM JARDIM DE MINAS;Bom Jardim de Minas;MG;SUDESTE
4151;3107604;BOM JESUS DA PENHA;Bom Jesus da Penha;MG;SUDESTE
4153;3107703;BOM JESUS DO AMPARO;Bom Jesus do Amparo;MG;SUDESTE
4155;3107802;BOM JESUS DO GALHO;Bom Jesus do Galho;MG;SUDESTE
4157;3107901;BOM REPOUSO;Bom Repouso;MG;SUDESTE
4159;3108008;BOM SUCESSO;Bom Sucesso;MG;SUDESTE
4161;3108107;BONFIM;Bonfim;MG;SUDESTE
4163;3108206;BONFINÓPOLIS DE MINAS;Bonfinópolis de Minas;MG;SUDESTE
4165;3108305;BORDA DA MATA;Borda da Mata;MG;SUDESTE
4167;3108404;BOTELHOS;Botelhos;MG;SUDESTE
4169;3108503;BOTUMIRIM;Botumirim;MG;SUDESTE
4171;3108602;BRASÍLIA DE MINAS;Brasília de Minas;MG;SUDESTE
4173;3108701;BRÁS PIRES;Brás Pires;MG;SUDESTE
4175;3108800;BRAÚNAS;Braúnas;MG;SUDESTE
4177;3108909;BRASÓPOLIS;Brazópolis;MG;SUDESTE
4179;3109006;BRUMADINHO;Brumadinho;MG;SUDESTE
4181;3109105;BUENO BRANDÃO;Bueno Brandão;MG;SUDESTE
4183;3109204;BUENÓPOLIS;Buenópolis;MG;SUDESTE
4185;3109303;BURITIS;Buritis;MG;SUDESTE
4187;3109402;BURITIZEIRO;Buritizeiro;MG;SUDESTE
4189;3109501;CABO VERDE;Cabo Verde;MG;SUDESTE
4191;3109600;CACHOEIRA DA PRATA;Cachoeira da Prata;MG;SUDESTE
4193;3109709;CACHOEIRA DE MINAS;Cachoeira de Minas;MG;SUDESTE
4195;3109808;CACHOEIRA DOURADA;Cachoeira Dourada;MG;SUDESTE
4197;3109907;CAETANÓPOLIS;Caetanópolis;MG;SUDESTE
4199;3110004;CAETÉ;Caeté;MG;SUDESTE
4201;3110103;CAIANA;Caiana;MG;SUDESTE
4203;3110202;CAJURI;Cajuri;MG;SUDESTE
4205;3110301;CALDAS;Caldas;MG;SUDESTE
4207;3110400;CAMACHO;Camacho;MG;SUDESTE
4209;3110509;CAMANDUCAIA;Camanducaia;MG;SUDESTE
4211;3110608;CAMBUÍ;Cambuí;MG;SUDESTE
4213;3110707;CAMBUQUIRA;Cambuquira;MG;SUDESTE
4215;3110806;CAMPANÁRIO;Campanário;MG;SUDESTE
4217;3110905;CAMPANHA;Campanha;MG;SUDESTE
4219;3111002;CAMPESTRE;Campestre;MG;SUDESTE
4221;3111101;CAMPINA VERDE;Campina Verde;MG;SUDESTE
4223;3111200;CAMPO BELO;Campo Belo;MG;SUDESTE
4225;3111309;CAMPO DO MEIO;Campo do Meio;MG;SUDESTE
4227;3111408;CAMPO FLORIDO;Campo Florido;MG;SUDESTE
4229;3111507;CAMPOS ALTOS;Campos Altos;MG;SUDESTE
4231;3111606;CAMPOS GERAIS;Campos Gerais;MG;SUDESTE
4233;3111705;CANAÃ;Canaã;MG;SUDESTE
4235;3111804;CANÁPOLIS;Canápolis;MG;SUDESTE
4237;3111903;CANA VERDE;Cana Verde;MG;SUDESTE
4239;3112000;CANDEIAS;Candeias;MG;SUDESTE
4241;3112109;CAPARAÓ;Caparaó;MG;SUDESTE
4243;3112208;CAPELA NOVA;Capela Nova;MG;SUDESTE
4245;3112307;CAPELINHA;Capelinha;MG;SUDESTE
4247;3112406;CAPETINGA;Capetinga;MG;SUDESTE
4249;3112505;CAPIM BRANCO;Capim Branco;MG;SUDESTE
4251;3112604;CAPINÓPOLIS;Capinópolis;MG;SUDESTE
4253;3112703;CAPITÃO ENÉAS;Capitão Enéas;MG;SUDESTE
4255;3112802;CAPITÓLIO;Capitólio;MG;SUDESTE
4257;3112901;CAPUTIRA;Caputira;MG;SUDESTE
4259;3113008;CARAÍ;Caraí;MG;SUDESTE
4261;3113107;CARANAÍBA;Caranaíba;MG;SUDESTE
4263;3113206;CARANDAÍ;Carandaí;MG;SUDESTE
4265;3113305;CARANGOLA;Carangola;MG;SUDESTE
4267;3113404;CARATINGA;Caratinga;MG;SUDESTE
4269;3113503;CARBONITA;Carbonita;MG;SUDESTE
4271;3113602;CAREAÇU;Careaçu;MG;SUDESTE
4273;3113701;CARLOS CHAGAS;Carlos Chagas;MG;SUDESTE
4275;3113800;CARMÉSIA;Carmésia;MG;SUDESTE
4277;3113909;CARMO DA CACHOEIRA;Carmo da Cachoeira;MG;SUDESTE
4279;3114006;CARMO DA MATA;Carmo da Mata;MG;SUDESTE
4281;3114105;CARMO DE MINAS;Carmo de Minas;MG;SUDESTE
4283;3114204;CARMO DO CAJURU;Carmo do Cajuru;MG;SUDESTE
4285;3114303;CARMO DO PARANAÍBA;Carmo do Paranaíba;MG;SUDESTE
4287;3114402;CARMO DO RIO CLARO;Carmo do Rio Claro;MG;SUDESTE
4289;3114501;CARMÓPOLIS DE MINAS;Carmópolis de Minas;MG;SUDESTE
4291;3114600;CARRANCAS;Carrancas;MG;SUDESTE
4293;3114709;CARVALHÓPOLIS;Carvalhópolis;MG;SUDESTE
4295;3114808;CARVALHOS;Carvalhos;MG;SUDESTE
4297;3114907;CASA GRANDE;Casa Grande;MG;SUDESTE
4299;3115003;CASCALHO RICO;Cascalho Rico;MG;SUDESTE
4301;3115102;CÁSSIA;Cássia;MG;SUDESTE
4303;3115201;CONCEIÇÃO DA BARRA DE MINAS;Conceição da Barra de Minas;MG;SUDESTE
4305;3115300;CATAGUASES;Cataguases;MG;SUDESTE
4307;3115409;CATAS ALTAS DA NORUEGA;Catas Altas da Noruega;MG;SUDESTE
4309;3115508;CAXAMBU;Caxambu;MG;SUDESTE
4311;3115607;CEDRO DO ABAETÉ;Cedro do Abaeté;MG;SUDESTE
4313;3115706;CENTRAL DE MINAS;Central de Minas;MG;SUDESTE
4315;3115805;CENTRALINA;Centralina;MG;SUDESTE
4317;3115904;CHÁCARA;Chácara;MG;SUDESTE
4319;3116001;CHALÉ;Chalé;MG;SUDESTE
4321;3116100;CHAPADA DO NORTE;Chapada do Norte;MG;SUDESTE
4323;3116209;CHIADOR;Chiador;MG;SUDESTE
4325;3116308;CIPOTÂNEA;Cipotânea;MG;SUDESTE
4327;3116407;CLARAVAL;Claraval;MG;SUDESTE
4329;3116506;CLARO DOS POÇÕES;Claro dos Poções;MG;SUDESTE
4331;3116605;CLÁUDIO;Cláudio;MG;SUDESTE
4333;3116704;COIMBRA;Coimbra;MG;SUDESTE
4335;3116803;COLUNA;Coluna;MG;SUDESTE
4337;3116902;COMENDADOR GOMES;Comendador Gomes;MG;SUDESTE
4339;3117009;COMERCINHO;Comercinho;MG;SUDESTE
4341;3117108;CONCEIÇÃO DA APARECIDA;Conceição da Aparecida;MG;SUDESTE
4343;3117207;CONCEIÇÃO DAS PEDRAS;Conceição das Pedras;MG;SUDESTE
4345;3117306;CONCEIÇÃO DAS ALAGOAS;Conceição das Alagoas;MG;SUDESTE
4347;3117405;CONCEIÇÃO DE IPANEMA;Conceição de Ipanema;MG;SUDESTE
4349;3117504;CONCEIÇÃO DO MATO DENTRO;Conceição do Mato Dentro;MG;SUDESTE
4351;3117603;CONCEIÇÃO DO PARÁ;Conceição do Pará;MG;SUDESTE
4353;3117702;CONCEIÇÃO DO RIO VERDE;Conceição do Rio Verde;MG;SUDESTE
4355;3117801;CONCEIÇÃO DOS OUROS;Conceição dos Ouros;MG;SUDESTE
4357;3117900;CONGONHAL;Congonhal;MG;SUDESTE
4359;3118007;CONGONHAS;Congonhas;MG;SUDESTE
4361;3118106;CONGONHAS DO NORTE;Congonhas do Norte;MG;SUDESTE
4363;3118205;CONQUISTA;Conquista;MG;SUDESTE
4365;3118304;CONSELHEIRO LAFAIETE;Conselheiro Lafaiete;MG;SUDESTE
4367;3118403;CONSELHEIRO PENA;Conselheiro Pena;MG;SUDESTE
4369;3118502;CONSOLAÇÃO;Consolação;MG;SUDESTE
4371;3118601;CONTAGEM;Contagem;MG;SUDESTE
4373;3118700;COQUEIRAL;Coqueiral;MG;SUDESTE
4375;3118809;CORAÇÃO DE JESUS;Coração de Jesus;MG;SUDESTE
4377;3118908;CORDISBURGO;Cordisburgo;MG;SUDESTE
4379;3119005;CORDISLÂNDIA;Cordislândia;MG;SUDESTE
4381;3119104;CORINTO;Corinto;MG;SUDESTE
4383;3119203;COROACI;Coroaci;MG;SUDESTE
4385;3119302;COROMANDEL;Coromandel;MG;SUDESTE
4387;3119401;CORONEL FABRICIANO;Coronel Fabriciano;MG;SUDESTE
4389;3119500;CORONEL MURTA;Coronel Murta;MG;SUDESTE
4391;3119609;CORONEL PACHECO;Coronel Pacheco;MG;SUDESTE
4393;3119708;CORONEL XAVIER CHAVES;Coronel Xavier Chaves;MG;SUDESTE
4395;3119807;CÓRREGO DANTA;Córrego Danta;MG;SUDESTE
4397;3119906;CÓRREGO DO BOM JESUS;Córrego do Bom Jesus;MG;SUDESTE
4399;3120003;CÓRREGO NOVO;Córrego Novo;MG;SUDESTE
4401;3120102;COUTO DE MAGALHÃES DE MINAS;Couto de Magalhães de Minas;MG;SUDESTE
4403;3120201;CRISTAIS;Cristais;MG;SUDESTE
4405;3120300;CRISTÁLIA;Cristália;MG;SUDESTE
4407;3120409;CRISTIANO OTONI;Cristiano Otoni;MG;SUDESTE
4409;3120508;CRISTINA;Cristina;MG;SUDESTE
4411;3120607;CRUCILÂNDIA;Crucilândia;MG;SUDESTE
4413;3120706;CRUZEIRO DA FORTALEZA;Cruzeiro da Fortaleza;MG;SUDESTE
4415;3120805;CRUZÍLIA;Cruzília;MG;SUDESTE
4417;3120904;CURVELO;Curvelo;MG;SUDESTE
4419;3121001;DATAS;Datas;MG;SUDESTE
4421;3121100;DELFIM MOREIRA;Delfim Moreira;MG;SUDESTE
4423;3121209;DELFINÓPOLIS;Delfinópolis;MG;SUDESTE
4425;3121308;DESCOBERTO;Descoberto;MG;SUDESTE
4427;3121407;DESTERRO DE ENTRE RIOS;Desterro de Entre Rios;MG;SUDESTE
4429;3121506;DESTERRO DO MELO;Desterro do Melo;MG;SUDESTE
4431;3121605;DIAMANTINA;Diamantina;MG;SUDESTE
4433;3121704;DIOGO DE VASCONCELOS;Diogo de Vasconcelos;MG;SUDESTE
4435;3121803;DIONÍSIO;Dionísio;MG;SUDESTE
4437;3121902;DIVINÉSIA;Divinésia;MG;SUDESTE
4439;3122009;DIVINO;Divino;MG;SUDESTE
4441;3122108;DIVINO DAS LARANJEIRAS;Divino das Laranjeiras;MG;SUDESTE
4443;3122207;DIVINOLÂNDIA DE MINAS;Divinolândia de Minas;MG;SUDESTE
4445;3122306;DIVINÓPOLIS;Divinópolis;MG;SUDESTE
4447;3122405;DIVISA NOVA;Divisa Nova;MG;SUDESTE
4449;3122504;DOM CAVATI;Dom Cavati;MG;SUDESTE
4451;3122603;DOM JOAQUIM;Dom Joaquim;MG;SUDESTE
4453;3122702;DOM SILVÉRIO;Dom Silvério;MG;SUDESTE
4455;3122801;DOM VIÇOSO;Dom Viçoso;MG;SUDESTE
4457;3122900;DONA EUZEBIA;Dona Euzébia;MG;SUDESTE
4459;3123007;DORES DE CAMPOS;Dores de Campos;MG;SUDESTE
4461;3123106;DORES DE GUANHÃES;Dores de Guanhães;MG;SUDESTE
4463;3123205;DORES DO INDAIÁ;Dores do Indaiá;MG;SUDESTE
4465;3123304;DORES DO TURVO;Dores do Turvo;MG;SUDESTE
4467;3123403;DORESÓPOLIS;Doresópolis;MG;SUDESTE
4469;3123502;DOURADOQUARA;Douradoquara;MG;SUDESTE
4471;3123601;ELÓI MENDES;Elói Mendes;MG;SUDESTE
4473;3123700;ENGENHEIRO CALDAS;Engenheiro Caldas;MG;SUDESTE
4475;3123809;ENGENHEIRO NAVARRO;Engenheiro Navarro;MG;SUDESTE
4477;3123908;ENTRE RIOS DE MINAS;Entre Rios de Minas;MG;SUDESTE
4479;3124005;ERVÁLIA;Ervália;MG;SUDESTE
4481;3124104;ESMERALDAS;Esmeraldas;MG;SUDESTE
4483;3124203;ESPERA FELIZ;Espera Feliz;MG;SUDESTE
4485;3124302;ESPINOSA;Espinosa;MG;SUDESTE
4487;3124401;ESPÍRITO SANTO DO DOURADO;Espírito Santo do Dourado;MG;SUDESTE
4489;3124500;ESTIVA;Estiva;MG;SUDESTE
4491;3124609;ESTRELA DALVA;Estrela Dalva;MG;SUDESTE
4493;3124708;ESTRELA DO INDAIÁ;Estrela do Indaiá;MG;SUDESTE
4495;3124807;ESTRELA DO SUL;Estrela do Sul;MG;SUDESTE
4497;3124906;EUGENÓPOLIS;Eugenópolis;MG;SUDESTE
4499;3125002;EWBANK DA CÂMARA;Ewbank da Câmara;MG;SUDESTE
4501;3125101;EXTREMA;Extrema;MG;SUDESTE
4503;3125200;FAMA;Fama;MG;SUDESTE
4505;3125309;FARIA LEMOS;Faria Lemos;MG;SUDESTE
4507;3125408;FELÍCIO DOS SANTOS;Felício dos Santos;MG;SUDESTE
4509;3125507;SÃO GONÇALO DO RIO PRETO;São Gonçalo do Rio Preto;MG;SUDESTE
4511;3125606;FELISBURGO;Felisburgo;MG;SUDESTE
4513;3125705;FELIXLÂNDIA;Felixlândia;MG;SUDESTE
4515;3125804;FERNANDES TOURINHO;Fernandes Tourinho;MG;SUDESTE
4517;3125903;FERROS;Ferros;MG;SUDESTE
4519;3126000;FLORESTAL;Florestal;MG;SUDESTE
4521;3126109;FORMIGA;Formiga;MG;SUDESTE
4523;3126208;FORMOSO;Formoso;MG;SUDESTE
4525;3126307;FORTALEZA DE MINAS;Fortaleza de Minas;MG;SUDESTE
4527;3126406;FORTUNA DE MINAS;Fortuna de Minas;MG;SUDESTE
4529;3126505;FRANCISCO BADARÓ;Francisco Badaró;MG;SUDESTE
4531;3126604;FRANCISCO DUMONT;Francisco Dumont;MG;SUDESTE
4533;3126703;FRANCISCO SÁ;Francisco Sá;MG;SUDESTE
4535;3126802;FREI GASPAR;Frei Gaspar;MG;SUDESTE
4537;3126901;FREI INOCÊNCIO;Frei Inocêncio;MG;SUDESTE
4539;3127008;FRONTEIRA;Fronteira;MG;SUDESTE
4541;3127107;FRUTAL;Frutal;MG;SUDESTE
4543;3127206;FUNILÂNDIA;Funilândia;MG;SUDESTE
4545;3127305;GALILÉIA;Galiléia;MG;SUDESTE
4547;3127404;GONÇALVES;Gonçalves;MG;SUDESTE
4549;3127503;GONZAGA;Gonzaga;MG;SUDESTE
4551;3127602;Gouveia;Gouveia;MG;SUDESTE
4553;3127701;GOVERNADOR VALADARES;Governador Valadares;MG;SUDESTE
4555;3127800;GRÃO MOGOL;Grão Mogol;MG;SUDESTE
4557;3127909;GRUPIARA;Grupiara;MG;SUDESTE
4559;3128006;GUANHÃES;Guanhães;MG;SUDESTE
4561;3128105;GUAPÉ;Guapé;MG;SUDESTE
4563;3128204;GUARACIABA;Guaraciaba;MG;SUDESTE
4565;3128303;GUARANÉSIA;Guaranésia;MG;SUDESTE
4567;3128402;GUARANI;Guarani;MG;SUDESTE
4569;3128501;GUARARÁ;Guarará;MG;SUDESTE
4571;3128600;GUARDA-MOR;Guarda-Mor;MG;SUDESTE
4573;3128709;GUAXUPÉ;Guaxupé;MG;SUDESTE
4575;3128808;GUIDOVAL;Guidoval;MG;SUDESTE
4577;3128907;GUIMARÂNIA;Guimarânia;MG;SUDESTE
4579;3129004;GUIRICEMA;Guiricema;MG;SUDESTE
4581;3129103;GURINHATÃ;Gurinhatã;MG;SUDESTE
4583;3129202;HELIODORA;Heliodora;MG;SUDESTE
4585;3129301;IAPU;Iapu;MG;SUDESTE
4587;3129400;IBERTIOGA;Ibertioga;MG;SUDESTE
4589;3129509;IBIÁ;Ibiá;MG;SUDESTE
4591;3129608;IBIAÍ;Ibiaí;MG;SUDESTE
4593;3129707;IBIRACI;Ibiraci;MG;SUDESTE
4595;3129806;IBIRITÉ;Ibirité;MG;SUDESTE
4597;3129905;IBITIÚRA DE MINAS;Ibitiúra de Minas;MG;SUDESTE
4599;3130002;IBITURUNA;Ibituruna;MG;SUDESTE
4601;3130101;IGARAPÉ;Igarapé;MG;SUDESTE
4603;3130200;IGARATINGA;Igaratinga;MG;SUDESTE
4605;3130309;IGUATAMA;Iguatama;MG;SUDESTE
4607;3130408;IJACI;Ijaci;MG;SUDESTE
4609;3130507;ILICÍNEA;Ilicínea;MG;SUDESTE
4611;3130606;INCONFIDENTES;Inconfidentes;MG;SUDESTE
4613;3130705;INDIANÓPOLIS;Indianópolis;MG;SUDESTE
4615;3130804;INGAÍ;Ingaí;MG;SUDESTE
4617;3130903;INHAPIM;Inhapim;MG;SUDESTE
4619;3131000;INHAÚMA;Inhaúma;MG;SUDESTE
4621;3131109;INIMUTABA;Inimutaba;MG;SUDESTE
4623;3131208;IPANEMA;Ipanema;MG;SUDESTE
4625;3131307;IPATINGA;Ipatinga;MG;SUDESTE
4627;3131406;IPIAÇU;Ipiaçu;MG;SUDESTE
